corp_name,corp_code,stock_code,liabilities_ratio,current_ratio,retention_rate,gross_profit_rate,net_profit_rate,ROE,sales_growth_rate,profit_change_rate,cashdivide,dividend,divide_count,VHF,updown,beta,financial_stability,profitability,volatility,growth,dividend_stability,final_label
효성오앤비,367385,97870,16.6324281389163,280.818735125262,1635.30053575972,35.9564983836531,6.19721925284155,2.46146672803331,-0.8219883127483399,-0.0714825631401175,8.0,7.19,0,40.6374501992032,-3.86,0.52,A,B,B,C,C,ABBCC
브이원텍,1027794,251630,42.3945518072603,130.011902454555,1356.94748859146,28.3620356427356,12.5473931279079,5.82553437452786,7.066809598461191,-0.199091834258193,0.9,51.6,3,20.059880239521,77.0,2.23,C,B,B,B,C,CBBBC
전진바이오팜,632793,110020,184.640438443477,69.2665291839359,84.6275731501972,31.0567284488378,-41.0688417181496,-103.539745831379,69.598537268561,-1.0,0.9,51.6,0,41.2612612612613,114.71,-0.3,C,B,A,C,C,CBACC
금비,168401,8870,98.9294396161306,75.8273165720529,1534.47095444,12.392588948951,-3.46620429655421,-3.99130167261057,3.6286354536098497,-1.0,1.45,51.6,3,55.2845528455285,-34.59,0.42,C,B,B,B,C,CBBBC
원텍,1407909,336570,53.7237846908953,257.711310471994,954.093996461425,63.82167889778751,34.4169477628335,39.8886923307205,32.6026848483644,0.342889730788031,0.5,11.3,1,38.3597883597884,100.86,0.8,A,A,A,A,C,AAAAC
SNT에너지,648721,100840,47.8752315114176,202.893814347744,7401.91253660891,14.179692926044702,6.18547004250646,5.8556715087323,15.2199965044715,0.0656148736091819,4.1,26.1,3,33.8666666666667,17.96,1.34,A,B,B,A,C,ABBAC
인터엠,145914,17250,118.283486418172,104.173398537219,240.428548570578,30.8350774461434,16.3108097171909,21.6417923375436,0.22245471301653,-1.0,4.1,26.1,0,22.5165562913907,10.17,0.04,B,A,A,B,C,BAABC
코데즈컴바인,329093,47770,6.03946449560499,1300.39363106431,224.728264879883,50.0316317811928,9.56530681755131,6.26559663420274,2.8901125002787,-0.166623371823612,4.1,26.1,0,44.58333333333329,2.64,0.38,C,B,B,B,C,CBBBC
나인테크,1208849,267320,203.034902002215,113.384807062986,1642.90069570648,4.87545924127989,10.4132496588703,14.4747990048769,21.4483920081282,-1.0,4.1,26.1,0,40.4907975460123,15.24,0.25,C,B,A,C,C,CBACC
이삭엔지니어링,1135640,351330,53.1476294271105,214.489064502707,1005.00008838731,8.12435702544135,-0.425493275755157,-0.889725501845504,32.2827893170223,-1.0,4.1,26.1,0,27.7272727272727,9.08,0.62,A,B,A,C,C,ABACC
신성통상,136341,5390,148.880475895179,135.308349679987,487.510190333355,46.2627720726133,5.27246218366608,19.2942451676334,8.650694637798011,0.4020462348284,2.5,8.6,1,39.2156862745098,-17.63,0.64,B,A,B,C,C,BABCC
배럴,1182240,267790,69.9399318881273,561.552489097663,739.6872633327,69.4627940324801,11.7471255603162,17.2137146634339,41.506578559479,-1.0,0.7,7.98,1,25.1533742331288,10.0,0.21,A,A,A,C,C,AAACC
이엔에프테크놀로지,530185,102710,53.0353424678789,134.005333073633,4466.41913676781,16.6032541635342,-1.94447539238098,-2.91944750774543,2.23231420216791,-1.0,0.2,-4.08,3,20.5882352941176,22.28,1.35,C,B,B,B,C,CBBBC
바디텍메드,1046708,206640,15.4078108714326,459.407153718251,742.58468224806,58.2646797710107,18.799391332664,12.6343298507761,-4.98013646238596,-0.181930205652149,1.0,16.9,3,51.5248796147673,100.0,0.99,A,B,B,C,C,ABBCC
하이즈항공,688358,221840,142.269327453345,78.6105871445122,401.159309113775,1.6688558359607,-17.0987725415598,-19.7101514709779,39.0861481703838,-1.0,1.0,16.9,0,37.5,-7.58,0.08,C,B,B,C,C,CBBCC
새빗켐,862880,107600,56.3309880149549,265.696446762383,2073.84214036413,10.5692442382589,-2.55467314629633,-1.86284604983658,11.2640806058472,-1.0,0.29,16.9,2,43.010752688172,-9.44,1.88,A,B,B,B,C,ABBBC
우리이앤엘,815095,153490,64.6866823365113,183.552082247154,209.820014693085,30.2474290517169,1.20161055186098,2.03780888971181,-2.40075366954937,-0.465996293175541,0.29,16.9,0,24.7967479674797,3.47,0.74,C,B,A,C,C,CBACC
HB솔루션,523936,297890,29.8388234739988,225.992044922084,605.222765655679,27.5059190058501,78.5894756240656,32.9730233094516,27.0723871555746,1.25973830887645,0.61,2.75,2,71.3930348258706,74.07,0.84,A,A,B,A,C,AABAC
대영포장,111458,14160,26.6997075108395,216.48557196622,257.074398540096,14.1782268284385,2.79582865113555,4.54065804094382,-1.40605609888574,-0.0761221506064432,0.61,2.75,0,35.5555555555556,-25.75,1.33,C,B,B,C,C,CBBCC
황금에스티,218575,32560,18.6438066595235,338.341318608323,2888.98367198824,10.1734722527489,6.11091960932452,3.72715018858734,4.20999102366412,-0.273544305166577,2.1,10.6,3,20.9302325581395,2.58,0.52,A,B,B,B,C,ABBBC
비씨엔씨,1301623,146320,71.4051749975068,89.2747742136268,1072.24518914637,17.850184448947402,2.33982050516619,1.93733103292613,0.05476823934449,-0.411655238927505,2.1,10.6,0,37.2521246458924,43.38,1.13,C,B,B,B,C,CBBBC
티라유텍,1309388,322180,81.9213470262311,100.20798455296,1221.69015475705,18.922747895214,1.96262004939354,3.32502622372454,1.20882008088196,-1.0,2.1,10.6,0,21.0059171597633,104.97,1.9,C,B,B,B,C,CBBBC
바이오에프디엔씨,1160974,251120,7.15766894555985,1117.84966696864,1313.59541633221,70.736552803649,35.8204222296912,9.52822345634757,9.205313169539291,0.243090346526977,2.1,10.6,0,27.5618374558304,-16.94,1.08,A,B,B,C,C,ABBCC
쿠쿠홈시스,1267684,284740,19.193188591164,293.937406381256,31610.6311165812,48.5192536906089,12.1561626277551,11.5701674416822,3.843687797564161,0.0987125416778622,3.7,14.79,3,47.5,-27.04,0.82,A,B,B,C,C,ABBCC
이지케어텍,490090,99750,70.6843643035677,164.264413521242,971.402717250719,10.5418885029311,-13.9052194305285,-28.0621129875459,-3.5147538012438098,-1.0,3.7,14.79,0,22.7722772277228,-3.83,0.99,C,B,B,C,C,CBBCC
레이,828761,228670,65.3087315100951,146.672535021729,1603.58610475638,36.759962708403,3.23031554867084,2.57834622441276,17.3982863065482,-1.0,3.7,14.79,0,30.9090909090909,-4.39,1.11,C,B,B,C,C,CBBCC
방림,122348,3610,13.9088562213166,445.822630564536,485.960835835061,7.743751008303399,-4.96058858299777,-2.14439249910109,-1.48481853402584,-1.0,1.62,-32.94,3,53.8461538461539,-54.6,0.13,C,B,B,C,C,CBBCC
진로발효,170877,18120,14.9907454327563,521.69632308307,2044.60042335006,11.1410632006623,6.29303144358927,7.98492480978636,3.5052451084541305,-0.130824332933649,4.1,66.4,3,46.875,-23.87,0.09,A,B,B,B,A,ABBBA
국전약품,1329957,307750,130.4855009376,124.92316362597,1870.17023127041,20.6124709221616,4.13988968960739,5.20053918096713,12.4732681456143,0.0522826838948797,0.16,66.4,1,31.0160427807487,-5.74,0.83,C,B,B,C,C,CBBCC
데이타솔루션,877819,263800,136.086591078068,140.966691729761,292.008272758778,18.1120028052724,1.62110394740838,4.79706111487423,-0.40644652253645,0.10541636611603,0.16,66.4,0,22.4489795918367,-6.4,0.46,B,B,B,C,C,BBBCC
